term syriaca-headword.en	***Categories	***Source	***currently in use	New URI	idno URI	idno URI	idno URI	gloss.en	gloss.en	gloss.en	gloss.en	gloss.en	gloss.en	term syriaca-headword.de	term syriaca-headword.fr	term syriaca-headword.grc	gloss.grc	term syriaca-headword.la	gloss.la	term syriaca-headword.ru	term syriaca-headword.swe	gloss.swe	term syriaca-headword.syr	gloss.syr	term syriaca-headword.tru	gloss.tru	note abstract	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	***[revisit]	***[NOTES]		
Primary sources [Armenian] in English translation		CBSC	primary sources [Armenian] - English translation	primary-sources-armenian-in-english-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Armenian] in French translation		CBSC	primary sources [Armenian] - French translation	primary-sources-armenian-in-french-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Armenian] in German translation		CBSC	primary sources [Armenian] - German translation	primary-sources-armenian-in-german-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Armenian] in Italian translation		CBSC	primary sources [Armenian] - Italian translation	primary-sources-armenian-in-italian-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Armenian] in Latin translation		CBSC	primary sources [Armenian] - Latin translation	primary-sources-armenian-in-latin-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Armenian] with English translation		CBSC	primary sources [Armenian] + English translation	primary-sources-armenian-with-english-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Armenian] with French translation		CBSC	primary sources [Armenian] + French translation	primary-sources-armenian-with-french-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Armenian] with German translation		CBSC	primary sources [Armenian] + German translation	primary-sources-armenian-with-german-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Armenian] with Latin translation		CBSC	primary sources [Armenian] + Latin translation	primary-sources-armenian-with-latin-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Armenian] with Russian translation		CBSC	primary sources [Armenian] + Russian translation	primary-sources-armenian-with-russian-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Chinese] in English translation		CBSC	primary sources [Chinese] - English translation	primary-sources-chinese-in-english-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Chinese] in Latin translation		CBSC	primary sources [Chinese] - Latin translation	primary-sources-chinese-in-latin-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Chinese] in Russian translation		CBSC	primary sources [Chinese] - Russian translation	primary-sources-chinese-in-russian-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Chinese] with English translation		CBSC	primary sources [Chinese] + English translation	primary-sources-chinese-with-english-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Coptic]		CBSC	primary sources [Coptic]	primary-sources-coptic	http://id.loc.gov/authorities/subjects/sh85032421																																																					http://syriaca.org/keyword/primaries														
Primary sources [Coptic] with English translation		CBSC	primary sources [Coptic] + English translation	primary-sources-coptic-with-english-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Coptic] with French translation		CBSC	primary sources [Coptic] + French translation	primary-sources-coptic-with-french-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Coptic] with German translation		CBSC	primary sources [Coptic] + German translation	primary-sources-coptic-with-german-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Coptic] with Latin translation		CBSC	primary sources [Coptic] + Latin translation	primary-sources-coptic-with-latin-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Dutch] with English translation		CBSC	primary sources [Dutch] + English translation	primary-sources-dutch-with-english-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [English]		CBSC	primary sources [English]	primary-sources-english	http://id.loc.gov/authorities/subjects/sh85043777																																																					http://syriaca.org/keyword/primaries														
Primary sources [Geez]		CBSC	primary sources [Geez]	primary-sources-geez	http://id.loc.gov/authorities/subjects/sh85045160																																																					http://syriaca.org/keyword/primaries														
Primary sources [Geez] in English translation		CBSC	primary sources [Geez] - English translation	primary-sources-geez-in-english-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Geez] in French translation		CBSC	primary sources [Geez] - French translation	primary-sources-geez-in-french-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Geez] with English translation		CBSC	primary sources [Geez] + English translation	primary-sources-geez-with-english-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Geez] with French translation		CBSC	primary sources [Geez] + French translation	primary-sources-geez-with-french-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Geez] with German translation		CBSC	primary sources [Geez] + German translation	primary-sources-geez-with-german-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Geez] with Italian translation		CBSC	primary sources [Geez] + Italian translation	primary-sources-geez-with-italian-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Geez] with Portugese translation		CBSC	primary sources [Geez] + Portugese translation	primary-sources-geez-with-portugese-translation																																																						http://syriaca.org/keyword/primaries														
